page_name,page_id,type
David Bowie (1967 album),605891,good_articles
David Bowie (1969 album),700842,good_articles
Deep Purple (album),1916416,good_articles
Electric Mud,907910,good_articles
Elvis Is Back!,6815853,good_articles
Folk Singer (album),4542352,good_articles
Four More Respected Gentlemen,9124521,good_articles
Friends (The Beach Boys album),720034,good_articles
From Elvis in Memphis,4520084,good_articles
The Great Otis Redding Sings Soul Ballads,4517273,good_articles
Got Live If You Want It! (album),1812042,good_articles
Having a Rave Up with the Yardbirds,1213907,good_articles
Jorge Ben (album),41823442,good_articles
Kind of Blue,196161,good_articles
King & Queen,52374650,good_articles
The Kinks Greatest Hits!,11738355,good_articles
Kwyet Kinks,21492422,good_articles
Led Zeppelin (album),44640,good_articles
Led Zeppelin II,50239,good_articles
Live Peace in Toronto 1969,873874,good_articles
Live'r Than You'll Ever Be,23039514,good_articles
The Marble Index,229857,good_articles
Miss Calypso,38687015,good_articles
Modern Sounds in Country and Western Music,1497461,good_articles
Money Jungle,3634549,good_articles
Moondog (1969 album),35029054,good_articles
The Notorious Byrd Brothers,1849011,good_articles
Otis Blue/Otis Redding Sings Soul,1591139,good_articles
Pain in My Heart,3804026,good_articles
The Piper at the Gates of Dawn,203501,good_articles
Poems and Songs of Middle Earth,61446231,good_articles
Revolver (Beatles album),74983,good_articles
A Saucerful of Secrets,360251,good_articles
Shades of Deep Purple,1195477,good_articles
The Soft Parade,379169,good_articles
Songs of Experience (David Axelrod album),39106605,good_articles
Studio (album),72598859,good_articles
Sweetheart of the Rodeo,195767,good_articles
Tommy (The Who album),157486,good_articles
Triangle (The Beau Brummels album),24088837,good_articles
Ummagumma,360268,good_articles
Unhalfbricking,3040858,good_articles
The Velvet Underground & Nico,19760229,good_articles
White Light/White Heat,363811,good_articles
Wild Honey (album),719500,good_articles
Younger Than Yesterday,1590854,good_articles
Aladdin Sane,195834,good_articles
All Things Must Pass,318567,good_articles
Animals (Pink Floyd album),155972,good_articles
Another Green World,202454,good_articles
Aqualung (album),161378,good_articles
Armed Forces (album),807786,good_articles
At Fillmore East,197077,good_articles
Atom Heart Mother,271068,good_articles
Autobahn (album),173281,good_articles
Back to the Egg,884335,good_articles
Band of Gypsys,1720956,good_articles
Barbra Streisand...and Other Musical Instruments,23311541,good_articles
Barbra Streisand's Greatest Hits,12307565,good_articles
Barbra Streisand's Greatest Hits Volume 2,16308802,good_articles
Barrett (album),1208584,good_articles
Bat Out of Hell,370650,good_articles
Before and After Science,262816,good_articles
Berlin Trilogy,3742574,good_articles
The Best of George Harrison,2507601,good_articles
Black Beauty: Miles Davis at Fillmore West,11732624,good_articles
Born to Run,202460,good_articles
Brothers and Sisters (album),3344528,good_articles
ButterFly (Barbra Streisand album),23294676,good_articles
"Carl and the Passions – ""So Tough""",807049,good_articles
Catch a Fire,200043,good_articles
Closing Time (album),577637,good_articles
Dark Horse (George Harrison album),966152,good_articles
Dark Magus,13849364,good_articles
David Bowie Narrates Prokofiev's Peter and the Wolf,21926425,good_articles
Deep Purple in Rock,19620278,good_articles
Diamond Dogs,1055167,good_articles
Eat a Peach,290609,good_articles
End of the Century,294884,good_articles
Europe '72,2662753,good_articles
Extra Texture (Read All About It),966141,good_articles
Foxtrot (album),660119,good_articles
Give It Up (Bonnie Raitt album),1156274,good_articles
Goin' Home (Archie Shepp and Horace Parlan album),16062108,good_articles
The Great Lost Kinks Album,3063125,good_articles
Green Bullfrog,505199,good_articles
Guitar Solos,6999867,good_articles
"H to He, Who Am the Only One",1863627,good_articles
Having Fun with Elvis on Stage,6775197,good_articles
Here Come the Warm Jets,1343000,good_articles
"""Heroes"" (David Bowie album)",1261557,good_articles
His Band and the Street Choir,2278333,good_articles
Honky Tonk Heroes,6994453,good_articles
Houses of the Holy,50243,good_articles
I Want You (Marvin Gaye album),1684161,good_articles
Idlewild South,3284118,good_articles
In the Land of Grey and Pink,3512389,good_articles
Jack Johnson (album),1709642,good_articles
Joe's Garage,298809,good_articles
Join Hands,2528214,good_articles
Kristofferson (album),4898115,good_articles
L.A. Woman,384009,good_articles
Laid Back (album),17020236,good_articles
Lazy Afternoon (Barbra Streisand album),19254233,good_articles
Leave Home,1081783,good_articles
Led Zeppelin III,50241,good_articles
Led Zeppelin IV,50242,good_articles
Lei'd in Hawaii,44705153,good_articles
Let's Get It On,1175660,good_articles
LifeTimes,27092395,good_articles
Live and Dangerous,1066875,good_articles
Live at Leeds,164518,good_articles
"Live! at the Star-Club in Hamburg, Germany; 1962",1879676,good_articles
Live Concert at the Forum,23256989,good_articles
Live in Cook County Jail,11004087,good_articles
Live in Tokyo (Charles Tolliver album),44966462,good_articles
Living in the Material World,1083545,good_articles
Lodger (album),1261561,good_articles
"Lola Versus Powerman and the Moneygoround, Part One",1342460,good_articles
London Calling,161277,good_articles
Lust for Life (Iggy Pop album),923669,good_articles
Machine Head (album),238726,good_articles
The Madcap Laughs,1205045,good_articles
Made in Japan (Deep Purple album),505284,good_articles
The Man Who Sold the World (album),1261535,good_articles
Meddle,303876,good_articles
Mind Games (John Lennon album),237582,good_articles
Moondance,195380,good_articles
My Aim Is True,407672,good_articles
Nilsson Sings Newman,1431476,good_articles
Nursery Cryme,660105,good_articles
Obscured by Clouds,360275,good_articles
Off the Wall,19043622,good_articles
Paix,31877701,good_articles
Pawn Hearts,1863563,good_articles
Phases and Stages,3826501,good_articles
Physical Graffiti,50246,good_articles
Pin Ups,1261533,good_articles
Quadrophenia,157537,good_articles
Ramones (album),194896,good_articles
Red Headed Stranger,194668,good_articles
The Rise and Fall of Ziggy Stardust and the Spiders from Mars,77767,good_articles
Road to Ruin (Ramones album),965902,good_articles
Rock 'n' Roll (John Lennon album),324571,good_articles
Rocket to Russia,194561,good_articles
Sad Wings of Destiny,1224902,good_articles
Score (Carol Lloyd album),55329808,good_articles
Selling England by the Pound,672818,good_articles
Shotgun Willie,3703453,good_articles
The Silver Tongued Devil and I,4898002,good_articles
Something/Anything?,1768624,good_articles
Songs of Innocence and Experience (Allen Ginsberg album),46996015,good_articles
Star Wars and Other Galactic Funk,7330320,good_articles
Stardust (Willie Nelson album),2639089,good_articles
Station to Station,1261548,good_articles
Tago Mago,2499780,good_articles
Takin' My Time,1156333,good_articles
Taking Tiger Mountain (By Strategy),529502,good_articles
There's a Riot Goin' On,30872767,good_articles
Thick as a Brick,161374,good_articles
Trans-Europe Express (album),216743,good_articles
Trespass (album),660086,good_articles
A Trick of the Tail,960659,good_articles
Tupelo Honey,587412,good_articles
The Wall,149116,good_articles
The Way We Were (Barbra Streisand album),15304550,good_articles
Who's Next,157547,good_articles
Wind & Wuthering,15440316,good_articles
Winter in America,18351753,good_articles
The Yes Album,670357,good_articles
Yesterday's Wine,20812862,good_articles
Young Americans,1261545,good_articles
1980 (album),50306133,good_articles
1984 (Van Halen album),1287699,good_articles
Adventures in Modern Recording,1421569,good_articles
The Age of Plastic,168531,good_articles
Almost Blue,329997,good_articles
Alpha (Selena album),3847071,good_articles
Among the Living,146681,good_articles
Animal Boy,2184839,good_articles
Another One Rides the Bus (EP),11748645,good_articles
Bad (album),586840,good_articles
Back in the High Life,6339567,good_articles
Bear Witness,41437915,good_articles
Bleach (Nirvana album),215875,good_articles
Blind Man's Zoo,1684180,good_articles
Blue Murder (album),1891319,good_articles
Body and Soul (Joe Jackson album),6175296,good_articles
Cheap at Half the Price,7580621,good_articles
A Collection: Greatest Hits...and More,6492978,good_articles
Crocodiles (album),1133352,good_articles
Dare to Be Stupid,681830,good_articles
Double Nickels on the Dime,2131216,good_articles
Duke (album),1089662,good_articles
Duran Duran (1981 album),323105,good_articles
Eazy-Duz-It,1645657,good_articles
Echo & the Bunnymen (album),238901,good_articles
Ecstasy (My Bloody Valentine album),2253535,good_articles
Enjoy Yourself (Kylie Minogue album),617598,good_articles
Escape (Whodini album),6664074,good_articles
Even Worse,681823,good_articles
Floodland (album),665856,good_articles
Forever Now (The Psychedelic Furs album),3458008,good_articles
Get Happy!! (Elvis Costello album),1344544,good_articles
Godflesh (EP),9444161,good_articles
Goodbye Cruel World (Elvis Costello album),3462641,good_articles
Gravity (Fred Frith album),7316423,good_articles
Guitar (Sonny Sharrock album),47226205,good_articles
Halfway to Sanity,1287375,good_articles
Haunting the Chapel,1465185,good_articles
Heaven Up Here,2233518,good_articles
Hell Awaits,214795,good_articles
Imaginos,504093,good_articles
Imperial Bedroom,601002,good_articles
Janet Jackson's Rhythm Nation 1814,417201,good_articles
The Joshua Tree,238967,good_articles
Killing Is My Business... and Business Is Good!,60204,good_articles
King of America,1610795,good_articles
Kylie (album),617587,good_articles
Let's Dance (David Bowie album),1261524,good_articles
Like a Prayer (album),561101,good_articles
Like a Virgin (album),175715,good_articles
Like a Virgin & Other Big Hits!,10284433,good_articles
Live Undead,1465186,good_articles
Madonna (album),1159885,good_articles
My War,147848,good_articles
Never Let Me Down,1529371,good_articles
The Nightfly,1120614,good_articles
No Jacket Required,244827,good_articles
The Number of the Beast (album),159304,good_articles
Ocean Rain,2057413,good_articles
Paid in Full (album),2154317,good_articles
Peace Sells... but Who's Buying?,60205,good_articles
Pleasant Dreams,1032750,good_articles
Polka Party!,1093963,good_articles
Porcupine (album),2233640,good_articles
Pornography (album),758079,good_articles
Power (Ice-T album),7268282,good_articles
Punch the Clock,1344834,good_articles
Radio (LL Cool J album),211553,good_articles
Reckoning (R.E.M. album),671517,good_articles
Rio (Duran Duran album),196472,good_articles
Saturday Night! – The Album,1852302,good_articles
Scary Monsters (and Super Creeps),1261565,good_articles
Selena (album),3726090,good_articles
Seven and the Ragged Tiger,1068940,good_articles
Show No Mercy,214794,good_articles
So (album),1053521,good_articles
"So Far, So Good... So What!",60300,good_articles
Speechless (Fred Frith album),7497986,good_articles
Streetcleaner,3545888,good_articles
Subterranean Jungle,1490583,good_articles
Tin Machine (album),2004641,good_articles
Tonight (David Bowie album),1496663,good_articles
Too Tough to Die,1718809,good_articles
True Blue (Madonna album),1136212,good_articles
Trust (Elvis Costello album),1344949,good_articles
UHF – Original Motion Picture Soundtrack and Other Stuff,681822,good_articles
The Uplift Mofo Party Plan,917636,good_articles
VIVIsectVI,1125189,good_articles
"""Weird Al"" Yankovic (album)",681846,good_articles
"""Weird Al"" Yankovic in 3-D",681837,good_articles
You Can Dance,1159997,good_articles
16 Super Exitos Originales,73905053,good_articles
Alapalooza,681811,good_articles
América & en Vivo,5163799,good_articles
Amor Prohibido,3467861,good_articles
Apollo 18 (album),363725,good_articles
Arise (Sepultura album),8119822,good_articles
Bachata Rosa,13992952,good_articles
Badmotorfinger,222653,good_articles
Barely Real,31310950,good_articles
Bat Out of Hell II: Back into Hell,1292854,good_articles
Bedtime Stories (Madonna album),24022085,good_articles
Bizarre Ride II the Pharcyde,303911,good_articles
Black Tie White Noise,1742036,good_articles
Blues for the Red Sun,196839,good_articles
Buddha (album),183361,good_articles
The Buddha of Suburbia (album),2342228,good_articles
Carnival of Carnage,456482,good_articles
The Chronic,194546,good_articles
Congregation (The Afghan Whigs album),196957,good_articles
Countdown to Extinction,60302,good_articles
Coverdale–Page,250607,good_articles
Cyberpunk (album),3838724,good_articles
Dangerous (Michael Jackson album),19042900,good_articles
Debut (Björk album),197943,good_articles
Decade of Aggression,214798,good_articles
Demolition Plot J-7,839582,good_articles
Dicen Que Soy,16271146,good_articles
Divine Intervention (Slayer album),237719,good_articles
The Division Bell,357820,good_articles
Doggystyle,211557,good_articles
The Downward Spiral,9441,good_articles
Emergency on Planet Earth,1406444,good_articles
Emotions (Mariah Carey album),1884395,good_articles
Entre a Mi Mundo,3726045,good_articles
Erotica (Madonna album),1160104,good_articles
"Experimental Jet Set, Trash and No Star",274147,good_articles
Fear of a Black Planet,301994,good_articles
Flood (They Might Be Giants album),42632,good_articles
The Food Album,3070376,good_articles
The Girlie Show: Live Down Under,7265606,good_articles
Goo (album),30863760,good_articles
Holly & Ivy,19119938,good_articles
The Holy Bible (album),26530131,good_articles
Illmatic,6533956,good_articles
The Immaculate Collection,1584982,good_articles
The Immaculate Collection (video),10895288,good_articles
Janet (album),1445283,good_articles
Just for the Record...,39861308,good_articles
Korn (album),226704,good_articles
Kylie Minogue (album),415067,good_articles
Laid (album),1317321,good_articles
Lately (EP),48788386,good_articles
Let's Get to It,617618,good_articles
Magia (Shakira album),874103,good_articles
Mariah Carey (album),1220730,good_articles
MCMXC a.D.,1466374,good_articles
A Meeting by the River,30930869,good_articles
Merry Christmas (Mariah Carey album),1972576,good_articles
Mi Tierra,8403952,good_articles
Mis Mejores Canciones – 17 Super Éxitos,4125157,good_articles
Modern Life Is Rubbish,199816,good_articles
Monster (R.E.M. album),620793,good_articles
MTV Unplugged (Mariah Carey EP),2022194,good_articles
Music Box (Mariah Carey album),1943687,good_articles
Nature of a Sista',13560559,good_articles
Nevermind,143294,good_articles
No Doubt (No Doubt album),1178042,good_articles
Off the Deep End,681814,good_articles
Otra Nota,11803456,good_articles
Otro Día Más Sin Verte,15860283,good_articles
Parables for Wooden Ears,1067260,good_articles
Permanent Record: Al in the Box,3912796,good_articles
People's Instinctive Travels and the Paths of Rhythm,311897,good_articles
Portrait of an American Family,306587,good_articles
Pretty on the Inside,1084642,good_articles
Quique (album),10129829,good_articles
The Razors Edge (AC/DC album),1157807,good_articles
Ready to Die,47768999,good_articles
Reverberation (album),4024902,good_articles
The Revival (Tony! Toni! Toné! album),18373132,good_articles
Rhythm of Love (Kylie Minogue album),617610,good_articles
Rust in Peace,60301,good_articles
Seasons in the Abyss,43891959,good_articles
Selected Ambient Works 85–92,23624071,good_articles
Selena Live!,3731271,good_articles
Southernplayalisticadillacmuzik,1715520,good_articles
Superunknown,222639,good_articles
Ten (Pearl Jam album),213676,good_articles
The Return of the Space Cowboy,1409127,good_articles
Tin Machine II,2008270,good_articles
Transfusion (EP),11304225,good_articles
Ven Conmigo (album),3716473,good_articles
Vitalogy,195486,good_articles
Vs. (Pearl Jam album),262590,good_articles
Weezer (Blue Album),836318,good_articles
Youthanasia,60303,good_articles
Zooropa,497564,good_articles
(What's the Story) Morning Glory?,436657,good_articles
...Baby One More Time (album),3411,good_articles
1000 Fires,5208992,good_articles
1977 (Ash album),197107,good_articles
12 Songs of Christmas (Etta James album),32886018,good_articles
2001 (Dr. Dre album),1966560,good_articles
A.M. (Wilco album),2562815,good_articles
All the Way... A Decade of Song,827479,good_articles
The Amazing Jeckel Brothers,456536,good_articles
Anthology (Selena album),4134859,good_articles
Antichrist Superstar,355900,good_articles
Apartment Life,4917349,good_articles
Apple Venus Volume 1,2608828,good_articles
Aquemini,148904,good_articles
ATLiens,1715433,good_articles
Bad Hair Day,681786,good_articles
The Beacon Street Collection,459664,good_articles
Being There (Wilco album),2250517,good_articles
The Bends (album),170772,good_articles
Black Eye (album),21364953,good_articles
Blur (Blur album),570074,good_articles
Brown Sugar (D'Angelo album),1456833,good_articles
Butterfly (Mariah Carey album),1443859,good_articles
By Your Side (The Black Crowes album),2130561,good_articles
Calculating Infinity,846067,good_articles
Cambodian Rocks,47790056,good_articles
Cartoon Medley,38045042,good_articles
Celebrity Skin,238431,good_articles
Cheshire Cat (Blink-182 album),183362,good_articles
Clarity (Jimmy Eat World album),1418230,good_articles
The Colour and the Shape,274161,good_articles
Come My Fanatics…,3201680,good_articles
Come On Over,472486,good_articles
Cómo Dueles en los Labios,18069993,good_articles
Contra la Corriente (Marc Anthony album),11803815,good_articles
Cryptic Writings,60306,good_articles
Daydream (Mariah Carey album),1723978,good_articles
Desde un Principio: From the Beginning,11804098,good_articles
Design of a Decade: 1986–1996,1445647,good_articles
Diabolus in Musica,1465202,good_articles
Dig Me Out,3143660,good_articles
Dónde Están los Ladrones?,508790,good_articles
Don't Wake Me Up (album),5441983,good_articles
Double Allergic,2325214,good_articles
Down on the Upside,621439,good_articles
Dr. Octagonecologyst,3933610,good_articles
Dreaming of You (Selena album),3885911,good_articles
Dude Ranch (album),183366,good_articles
Earthling (album),548794,good_articles
El Concierto,11910221,good_articles
El Ejemplo,35628644,good_articles
Endtroducing.....,1324147,good_articles
Enema of the State,143263,good_articles
Me Estoy Enamorando (album),15017455,good_articles
Flaming Pie,1403903,good_articles
Follow the Leader (Korn album),236765,good_articles
Foo Fighters (album),274157,good_articles
Frame & Canvas,306880,good_articles
The Great Milenko,378268,good_articles
Greatest Lovesongs Vol. 666,1694286,good_articles
The Good Will Out,2203016,good_articles
Hard to Swallow,12594697,good_articles
Heart of a Woman (album),32842734,good_articles
Hidden Treasures (EP),60305,good_articles
"HIStory: Past, Present and Future, Book I",587388,good_articles
Homogenic,493390,good_articles
Hours (David Bowie album),2231045,good_articles
The Hot Rock (album),3230404,good_articles
I Can Hear the Heart Beating as One,3663908,good_articles
I Should Coco,869673,good_articles
Ice Hockey Hair,11822036,good_articles
In the Aeroplane Over the Sea,378453,good_articles
Impossible Princess,617074,good_articles
Impossible Remixes,2145706,good_articles
It Was Written,47489030,good_articles
Jerusalem and Dopesmoker,29036701,good_articles
Jesus Hits Like the Atom Bomb,2073937,good_articles
Joseph Schwantner: New Morning for the World; Nicolas Flagello: The Passion of Martin Luther King,38939945,good_articles
King for a Day... Fool for a Lifetime,30863415,good_articles
Life Is Peachy,236757,good_articles
Live (Usher album),700747,good_articles
Love Always,8305974,good_articles
Loveppears,1898966,good_articles
Mate. Feed. Kill. Repeat.,159159,good_articles
Maxwell's Urban Hang Suite,11670266,good_articles
Maybe You've Been Brainwashed Too,1770231,good_articles
Me Against the World,217174,good_articles
Mellon Collie and the Infinite Sadness,215246,good_articles
The Miseducation of Lauryn Hill,194617,good_articles
Mixes (Kylie Minogue album),2409571,good_articles
"My Body, the Hand Grenade",3901183,good_articles
My Truth,6278391,good_articles
Nada Es Igual (Luis Miguel album),11598000,good_articles
Nihil,423616,good_articles
New Ancient Strings,70825308,good_articles
Nimrod (album),197904,good_articles
No Code,262595,good_articles
Nu-Clear Sounds,3607465,good_articles
Number 1's (Mariah Carey album),1834585,good_articles
Ocean of Sound,41613086,good_articles
One Fierce Beer Coaster,195565,good_articles
Outside (David Bowie album),1142018,good_articles
Pacer (album),1375441,good_articles
People Move On,19025275,good_articles
Personal (Men of Vizion album),23717676,good_articles
Pies Descalzos,810579,good_articles
Post (Björk album),525240,good_articles
Pre-Madonna,2737868,good_articles
Rainbow (Mariah Carey album),1962329,good_articles
Rave Un2 the Joy Fantastic,1786840,good_articles
Ray of Light,1160179,good_articles
Reasonable Doubt (album),319214,good_articles
Ricky Martin (1999 album),235085,good_articles
Risk (Megadeth album),60307,good_articles
Rufus Wainwright (album),1033757,good_articles
"Running with Scissors (""Weird Al"" Yankovic album)",681810,good_articles
Sabrina the Teenage Witch: The Album,74694571,good_articles
Sheryl Crow (album),1128007,good_articles
Siempre Selena,4134532,good_articles
Significant Other (album),1317186,good_articles
Slap-Happy,3761089,good_articles
The Slim Shady LP,182021,good_articles
Slipknot (album),159162,good_articles
Something to Remember,2392818,good_articles
Songs from the Black Hole,1943185,good_articles
Songs in the Key of X: Music from and Inspired by the X-Files,1015778,good_articles
Static Prevails,1391360,good_articles
Suavemente,10529243,good_articles
Summerteeth,1604136,good_articles
Surfacing (album),287926,good_articles
These Are Special Times,3422784,good_articles
A Thousand Leaves,323463,good_articles
Through Being Cool,1542886,good_articles
Tip (album),2399043,good_articles
Todo a Su Tiempo (Marc Anthony album),11803615,good_articles
Todos Los Romances,11997144,good_articles
Tormented (Staind album),2214787,good_articles
Travelling Without Moving,1409470,good_articles
Undisputed Attitude,277925,good_articles
Vuelve (album),996969,good_articles
Washing Machine (album),1621463,good_articles
Welcome to Our Neighborhood,5607370,good_articles
What Are You Going to Do with Your Life?,4025053,good_articles
The Worship Project,15667048,good_articles
Wowee Zowee,839511,good_articles
The Writing's on the Wall,2113034,good_articles
Xtort,550779,good_articles
Yield (album),262597,good_articles
Zaireeka,1087307,good_articles
30 Seconds to Mars (album),2316739,good_articles
33 (Luis Miguel album),11816301,good_articles
8701,700754,good_articles
A Ballads,2240588,good_articles
Accelerated Evolution,1229750,good_articles
Alive or Just Breathing,221513,good_articles
All Hands on the Bad One,3230369,good_articles
American Idiot,936030,good_articles
American Life,1160260,good_articles
Amnesiac (album),170771,good_articles
Anniemal,2314801,good_articles
Anthology (Alien Ant Farm album),1737325,good_articles
The Artist in the Ambulance,1416984,good_articles
The Art of Losing (American Hi-Fi album),4984753,good_articles
Auf der Maur (album),2615354,good_articles
Autobiography (Ashlee Simpson album),859534,good_articles
Barrio Fino,2273901,good_articles
Beautiful Garbage,451647,good_articles
The Beautiful Letdown,2215322,good_articles
The Big Room,6700891,good_articles
Binaural (album),262620,good_articles
Black Cherry (Goldfrapp album),1779892,good_articles
Blink-182 (album),363450,good_articles
Blue Gardenia (album),32672730,good_articles
Body Language (Kylie Minogue album),415034,good_articles
Boom Box (No Doubt album),1357413,good_articles
Box Car Racer (album),184152,good_articles
Brazilian Dreams,39207996,good_articles
Breakaway (Kelly Clarkson album),1254205,good_articles
Britney (album),291465,good_articles
Casting Crowns (album),3535769,good_articles
Celebrity (album),1271407,good_articles
Charmbracelet,1970304,good_articles
Chillout 05/The Ultimate Chillout,53803370,good_articles
Chillout 06/The Ultimate Chillout,53797565,good_articles
Christina Milian (album),1497325,good_articles
Christmas Memories,20521232,good_articles
The Chronicles of Life and Death,812932,good_articles
The College Dropout,1261188,good_articles
Coltrane for Lovers,17956541,good_articles
Confessions (Usher album),239036,good_articles
Country Grammar,439969,good_articles
Cryptooology,69688799,good_articles
Damita Jo (album),1445681,good_articles
Dangerously in Love,427723,good_articles
Deep Shadows and Brilliant Highlights,963460,good_articles
Destiny Fulfilled,972631,good_articles
Devdas (soundtrack),7674251,good_articles
The Director's Cut,1612834,good_articles
Discovery (Daft Punk album),976189,good_articles
Diva (Ivy Queen album),11702188,good_articles
Dopethrone,3118091,good_articles
Duets (Barbra Streisand album),8932737,good_articles
The Earth Is Not a Cold Dead Place,2889955,good_articles
The Essential Barbra Streisand,8522234,good_articles
Everything in Time,1173893,good_articles
Faded Seaside Glamour,3004415,good_articles
Fallen (Evanescence album),561291,good_articles
Felt Mountain,1779876,good_articles
Fever (Kylie Minogue album),414908,good_articles
Forget What You Know,6022549,good_articles
Full Circle: Carnegie Hall 2000,30765784,good_articles
Full Collapse,711614,good_articles
Futures (album),970369,good_articles
Geogaddi,465504,good_articles
A Ghost Is Born,759903,good_articles
GHV2,175686,good_articles
Give Up,447416,good_articles
The Glow Pt. 2,2762896,good_articles
The Golden Age of Grotesque,282240,good_articles
God's Son (album),1099685,good_articles
Good Charlotte (album),411086,good_articles
Goodies (Ciara album),1832990,good_articles
Graveyard Mountain Home,3716369,good_articles
Guitar Method,15261007,good_articles
H (Ayumi Hamasaki EP),3427935,good_articles
Hail to the Thief,205078,good_articles
Handcream for a Generation,11448829,good_articles
The Headphone Masterpiece,6316295,good_articles
Heathen (David Bowie album),1452530,good_articles
Hung for the Holidays,39650473,good_articles
Hybrid Theory,178664,good_articles
In the Zone,365930,good_articles
Invincible (Michael Jackson album),1023623,good_articles
Invisible Circles,2380696,good_articles
Iowa (album),159161,good_articles
Irresistible (Jessica Simpson album),31693888,good_articles
"It Was Hot, We Stayed in the Water",5410301,good_articles
It's About Time (Christina Milian album),1497330,good_articles
Justified (album),466563,good_articles
Just Be Free,1263057,good_articles
Just Chillin',29256306,good_articles
Katy Hudson (album),17297685,good_articles
Kid A,170770,good_articles
La Bella Mafia,3191271,good_articles
Laundry Service (album),508795,good_articles
Leaving Through the Window,580547,good_articles
Lest We Forget: The Best Of,997472,good_articles
Let Go (Avril Lavigne album),276783,good_articles
Light Years (Kylie Minogue album),414694,good_articles
Living Proof (Cher album),2969860,good_articles
Long Distance (Ivy album),10697449,good_articles
Lost Horizons (Lemon Jelly album),1316725,good_articles
The Lost Tapes (Nas album),1867700,good_articles
Love Metal,779560,good_articles
Madvillainy,989141,good_articles
Matriarch of the Blues,32672709,good_articles
Maybe This Christmas,36595994,good_articles
Maybe This Christmas Too?,19823316,good_articles
México en la Piel (album),11808592,good_articles
Mi Reflejo,1223396,good_articles
Mis Boleros Favoritos,11910963,good_articles
Mis Romances,11791466,good_articles
Missundaztood,1865264,good_articles
Mit Gas,2314138,good_articles
Momentos Intimos,4200899,good_articles
The Movie Album (Barbra Streisand album),5635403,good_articles
Mount Eerie (album),5412817,good_articles
Mwng,2357839,good_articles
My Kind of Christmas,1223470,good_articles
Mythodea,4871507,good_articles
A New Day Has Come,825728,good_articles
Nightfreak and the Sons of Becker,1951696,good_articles
No Strings Attached (NSYNC album),195640,good_articles
North (Something Corporate album),575025,good_articles
Office of Strategic Influence (album),396093,good_articles
Olivia (Olivia album),3038343,good_articles
One by One (Foo Fighters album),592269,good_articles
Ones (album),4189950,good_articles
Orchestral Works by Tomas Svoboda,41717474,good_articles
Owls (album),16017576,good_articles
Parachutes (Coldplay album),503927,good_articles
Phantom Phorce,1594851,good_articles
Page Avenue,1109784,good_articles
Phantom Power (Super Furry Animals album),665822,good_articles
Piracy Funds Terrorism,1919755,good_articles
Poodle Hat,667089,good_articles
Rave In2 the Joy Fantastic,30862361,good_articles
Ray Ray (album),24250434,good_articles
Razorblade Romance,964228,good_articles
Real (Ivy Queen album),11702294,good_articles
Reality (David Bowie album),548774,good_articles
Remixed & Revisited,49033027,good_articles
Results May Vary,326026,good_articles
Return of Saturn,772418,good_articles
Revolutions per Minute (Rise Against album),1251850,good_articles
Rings Around the World,1111379,good_articles
Riot Act (album),262622,good_articles
Rounds (album),1978511,good_articles
A Rush of Blood to the Head,503915,good_articles
Shades of Purple,6694360,good_articles
St. Anger,214138,good_articles
Since I Left You,597684,good_articles
The Singles 1992–2003,1243685,good_articles
Siren Song of the Counter Culture,1081600,good_articles
Slow Life,11915273,good_articles
Soul Food Taqueria,14933115,good_articles
The Sound of White,2346140,good_articles
Soundtrack to the Apocalypse,1448670,good_articles
Spiritual Machines,1941326,good_articles
Spit (album),1607955,good_articles
Spoken For,15673262,good_articles
Stankonia,1036528,good_articles
Stone Sour (album),2343484,good_articles
Straylight Run (album),2858600,good_articles
Stripped (Christina Aguilera album),604585,good_articles
Supernova (Gonzalo Rubalcaba Trio album),39103494,good_articles
The System Has Failed,860340,good_articles
Take Off Your Pants and Jacket,143261,good_articles
They're Only Chasing Safety,1410771,good_articles
To My Surprise (album),18901935,good_articles
To the Stars (album),17806548,good_articles
Tomahawk (album),2314043,good_articles
Toxicity (album),170565,good_articles
Ultimate!,7427235,good_articles
Undone (MercyMe album),10515371,good_articles
The Unraveling (Rise Against album),1251848,good_articles
Vehicles & Animals,261419,good_articles
Vespertine,486995,good_articles
Vivo (Luis Miguel album),11997415,good_articles
Voodoo (D'Angelo album),202671,good_articles
Vulture Street (album),1186651,good_articles
War All the Time (Thursday album),472880,good_articles
Warning (Green Day album),197906,good_articles
Weezer (Green Album),182572,good_articles
We've Come for You All,767026,good_articles
What It Is to Burn,1417584,good_articles
Where You Want to Be,1003055,good_articles
Wood/Water,4169553,good_articles
The World Needs a Hero,60309,good_articles
Yankee Hotel Foxtrot,572783,good_articles
The Young and the Hopeless,812753,good_articles
Your Majesty (album),19151249,good_articles
3 Splash,23005105,good_articles
5to Piso,20651322,good_articles
9.0: Live,2721516,good_articles
10 (MercyMe album),24333275,good_articles
11 (Bryan Adams album),14985288,good_articles
21st Century Breakdown,21456098,good_articles
75 (album),29339842,good_articles
808s & Heartbreak,23826475,good_articles
Acid Tongue,18438650,good_articles
Acoustic Hearts of Winter,6358930,good_articles
Act 1: Eternal Sunshine (The Pledge),62963256,good_articles
Adentro,14669183,good_articles
All Hope Is Gone,14474370,good_articles
All That Is Within Me,13767163,good_articles
All We Know Is Falling,4435775,good_articles
"Alright, Still",5664251,good_articles
The Altar and the Door,12001969,good_articles
